region,clubId,name,address1,address2,address3,email,phone,website,lat,lng,holes,hasTeeBooking,url
Southland,424,Tokanui Golf Club,Tokanui Haldane Road,RD 1,Tokanui 9884,,03 2468 520,,-46.5944557,168.9687,0,False,https://www.golf.co.nz/club-detail?clubid=424
Southland,431,Tuatapere Golf Club,Clifden-Tuatapere Highway Tuatapere,,,,0274599654,,-46.1281128,167.6756,0,False,https://www.golf.co.nz/club-detail?clubid=431
Southland,439,Waikaia Golf Club,Waikaia Domain,Wylam Street,Waikaia 9777,al.louisa.mckee@gmail.com,0274 446982 ,,-45.7212524,168.849289,0,False,https://www.golf.co.nz/club-detail?clubid=439
Southland,440,Waikaka Golf Club,Wendon Valley R D 3,Gore,,glenthorne1997@gmail.com,03 2072874,,-45.8402138,168.960892,0,False,https://www.golf.co.nz/club-detail?clubid=440
Southland,493,Winton Golf Club,280 Substation Road,Winton,,,,,-46.1518822,168.30159,0,False,https://www.golf.co.nz/club-detail?clubid=493
Southland,495,Wyndham Golf Club,Memorial Drive,Wyndham,,WyndhamGolfClub@outlook.co.nz,032064659,,-46.3231468,168.846222,0,False,https://www.golf.co.nz/club-detail?clubid=495
Tairawhiti,161,Gisborne Park Golf Club,69 Cochrane Street,Elgin,Gisborne 4010,admin@gpgolfclub.co.nz,06 - 867 9849,,-38.6542473,177.984268,0,True,https://www.golf.co.nz/club-detail?clubid=161
Tairawhiti,233,Mahia Golf Club,Ormond Drive ,Mahia,Hawkes Bay,mahiagolfclub@gmail.com,06 8387066,,-39.06319,177.856369,0,False,https://www.golf.co.nz/club-detail?clubid=233
Tairawhiti,324,Patutahi Golf Club,175 Wharekopae Road,Patutahi,Gisborne,,06-8627789,,-38.6390533,177.910873,0,True,https://www.golf.co.nz/club-detail?clubid=324
Tairawhiti,337,Poverty Bay Golf Club,381 Lytton Rd,,Awapuni,admin@awapunilinks.co.nz,(06) 867 4402 ext1,,-38.66871,177.996429,0,True,https://www.golf.co.nz/club-detail?clubid=337
Tairawhiti,384,Tahunga Golf Club,3285 Pehiri Road,Tahunga,Gisborne 4040,tahunga@golf.co.nz,06 8670803,,-38.6172638,177.5006,0,False,https://www.golf.co.nz/club-detail?clubid=384
Tairawhiti,935,Tairawhiti Golf,,,,Anaru.Reedy@golfnz.org,012 727 825,,-38.66871,177.996429,0,False,https://www.golf.co.nz/club-detail?clubid=935
Tairawhiti,411,Te Puia Hot Springs Golf Club,115 Golf Course Road,Te Puia Springs,,tepuiahotsprings@golf.co.nz,(06) 864 6887,,-38.0338364,178.293991,0,False,https://www.golf.co.nz/club-detail?clubid=411
Tairawhiti,538,Tolaga Bay Golf Club,1 Banks Street,Tolaga Bay,,arataha.stn@gmail.com,08 8638363,,-38.3673325,178.295288,0,False,https://www.golf.co.nz/club-detail?clubid=538
Tairawhiti,445,Waikohu Golf Club,Otara Station,319 Whatatutu Road,Te Karaka,,0278939551,,-38.45152,177.830688,0,False,https://www.golf.co.nz/club-detail?clubid=445
Taranaki,151,Eltham Golf Club,Kitchener Street,ELTHAM,,elthamgolf@elthamgolf.co.nz,,,-39.4377441,174.299774,0,False,https://www.golf.co.nz/club-detail?clubid=151
Taranaki,156,Fitzroy Golf Club,"3 Record Street,",,Fitzroy,office@fgc.nz,06 758 2574,,-39.0455971,174.103973,0,True,https://www.golf.co.nz/club-detail?clubid=156
Taranaki,923,Futures Taranaki,,,,futures@taranakigolf.co.nz,027 4126 103,,-39.03594,174.145615,0,False,https://www.golf.co.nz/club-detail?clubid=923
Taranaki,183,Hawera Golf Club,Fairfield Road,Hawera,4610,haweragolf@gmail.com,06 278 5828,,-39.6022873,174.27626,0,False,https://www.golf.co.nz/club-detail?clubid=183
Taranaki,203,Inglewood Golf Club,Lepper Road,Inglewood,Taranaki,clubhouse@inglewoodgolf.co.nz,06 756 7472,,-39.1742439,174.165024,0,True,https://www.golf.co.nz/club-detail?clubid=203
Taranaki,211,Kaitake Golf Club,1340 South Road,Oakura, New Plymouth,kaitakegolf@xtra.co.nz,06 752 7665,,-39.1319962,173.946289,0,False,https://www.golf.co.nz/club-detail?clubid=211
Taranaki,236,Manaia Golf Club,Bennett Drive,Manaia,,,06 274 8161,,-39.5476,174.135727,0,False,https://www.golf.co.nz/club-detail?clubid=236
Taranaki,244,Manukorihi Golf Club,"Wills Road,",Tikorangi 4383,,manukorihigolf@xtra.co.nz,067547497,,-39.01435,174.264114,0,True,https://www.golf.co.nz/club-detail?clubid=244
Taranaki,281,New Plymouth Golf Club Inc.,24 Golf Course Lane,Bell Block,New Plymouth,gm@newplymouthgolf.co.nz,(06) 7551349,,-39.0359421,174.145615,0,True,https://www.golf.co.nz/club-detail?clubid=281
Taranaki,305,Opunake Golf Club,Namu Road,Opunake,,opunake@golf.co.nz,06 761 8070,,-39.4293442,173.859833,0,False,https://www.golf.co.nz/club-detail?clubid=305
Taranaki,322,Patea Golf Club,Oxford Street,Patea,,Fin_winn@outlook.com,062738250,,-39.7569923,174.47287,0,False,https://www.golf.co.nz/club-detail?clubid=322
Taranaki,340,Pungarehu Golf Club,1148Harvey Rd.RD35,Opunake 4685,Taranaki,crowleyxfive@xtra.co.nz,06 763 8255,,-39.3100471,173.909317,0,False,https://www.golf.co.nz/club-detail?clubid=340
Taranaki,381,Stratford Golf Club,"Pembroke Rd, Stratford East 4332, New Zealand",,,admin@stratfordgolfclub.org,0276202106,,-39.33277,174.281387,0,True,https://www.golf.co.nz/club-detail?clubid=381
Taranaki,382,Strathmore Golf Club,989 Makuri Road,Stratford,,bucko@primowireless.co.nz,06-7655180,,-39.25393,174.455856,0,False,https://www.golf.co.nz/club-detail?clubid=382
Taranaki,941,Taranaki Golf,,,,office@taranakigolf.co.nz,,,-39.0455971,174.103973,0,False,https://www.golf.co.nz/club-detail?clubid=941
Taranaki,409,Te Ngutu Golf Club,246  KATENE  ROAD,NORMANBY,,,06  272 8039,,-39.5273476,174.258789,0,True,https://www.golf.co.nz/club-detail?clubid=409
Taranaki,434,Urenui Golf Club,Beach Road,Urenui,,urenuigolf@xtra.co.nz,(06)7523702,,-38.9909172,174.400253,0,False,https://www.golf.co.nz/club-detail?clubid=434
Taranaki,466,Waitara Golf Club,Mouatt Street,Waitara 4656,,waitaragolf@xtra.co.nz,(06) 754 8923,,-38.9918251,174.23732,0,True,https://www.golf.co.nz/club-detail?clubid=466
Taranaki,478,Waverley Golf Club,Ihupuku Road,Waverley,,waverley@golf.co.nz,021 055 0631,,-39.7820663,174.605789,0,False,https://www.golf.co.nz/club-detail?clubid=478
Taranaki,483,Westown Golf Club,964 Mangorei Road,RD 1,New Plymouth 4371,manager@westowngolfclub.co.nz,06 758 6933,,-39.09468,174.103348,0,True,https://www.golf.co.nz/club-detail?clubid=483
Tasman,115,Awatere Golf Club,5090 State Highway 1,Seddon,Marlborough,contact@awateregc.co.nz,,,-41.66573,174.075623,0,False,https://www.golf.co.nz/club-detail?clubid=115
Tasman,120,Blenheim Golf Club,Pollard Park,Parker Street,Blenheim,blenheimgolfsecretary@gmail.com,03 578 4320,,-41.5063934,173.950821,0,False,https://www.golf.co.nz/club-detail?clubid=120
Tasman,165,Golden Downs Golf Club,"428 Tadmor Valley Rd,, RD 2 Wakefield",GOLDEN DOWNS,,gazzasign111@gmail.com,0278080578,,-41.5076,172.863281,0,False,https://www.golf.co.nz/club-detail?clubid=165
Tasman,171,Greenacres Golf Club,4 Barnett Ave,Best Island,Richmond,admin@greenacresgolfclub.co.nz,021 198 7124,,-41.291996,173.151047,0,True,https://www.golf.co.nz/club-detail?clubid=171
Tasman,173,Greymouth Golf Club,113 Golf Links Road,Kaiata,GREYMOUTH,greygolffinance@gmail.com,021 111 8317,,-42.45681,171.211746,0,False,https://www.golf.co.nz/club-detail?clubid=173
Tasman,192,Hokitika Golf Club,206 Golf Links Road,Southside,Hokitika,hokitikagolf@xtra.co.nz,,,-42.7389259,170.937256,0,False,https://www.golf.co.nz/club-detail?clubid=192
Tasman,208,Kaikoura Golf Club,274 State Highway 1,RD1,Kaikoura 7371,info@kaikouragolf.co.nz,03 319 5628,,-42.4131927,173.636856,0,False,https://www.golf.co.nz/club-detail?clubid=208
Tasman,215,Karamea Golf Club,Oparara Road,Karamea,,karameagolfclub@yahoo.co.nz,03 782 6693,,-41.2295876,172.136459,0,False,https://www.golf.co.nz/club-detail?clubid=215
Tasman,581,Koura Bay Golf Course,75 Koura Bay Drive,,Kaikoura,,0277788268,,-42.3350868,173.662872,0,False,https://www.golf.co.nz/club-detail?clubid=581
Tasman,249,Marlborough Golf Club,74 Paynters Road,,Blenheim 7272,admin@marlboroughgolf.co.nz,+64 (3) 578 0884,,-41.530426,173.87941,0,True,https://www.golf.co.nz/club-detail?clubid=249
Tasman,270,Motueka Golf Club,HARBOUR ROAD,MOTUEKA,,enquiries@motuekagolf.co.nz,03 5288998,,-41.1134949,173.021164,0,True,https://www.golf.co.nz/club-detail?clubid=270
Tasman,273,Murchison Golf Club,15 Cromwell Street,MURCHISON 7007,,murchisongolf@hotmail.com,03 5239436,,-41.8020325,172.3312,0,False,https://www.golf.co.nz/club-detail?clubid=273
Tasman,279,Nelson Golf Club Inc.,38 Bolt Road,Tahunanui,Nelson,office@nelsongolf.co.nz,03-5485029,,-41.29243,173.2357,0,True,https://www.golf.co.nz/club-detail?clubid=279
Tasman,287,Nopera Bay Golf Club,6758 Kenepuru Road,R.D 2,Picton,noperagolf@gmail.com,0221 406 092,,-41.1717377,173.96785,0,False,https://www.golf.co.nz/club-detail?clubid=287
Tasman,577,Onekaka Links Golf Club,State Highway 60,Onekaka,Golden Bay,chris@widespread.co.nz,021 558 185,,-40.7691154,172.712082,0,False,https://www.golf.co.nz/club-detail?clubid=577
Tasman,329,Picton Golf Club,PICTON,,,info@pictongolfclub.co.nz,Phone: (03) 573 7750,,-41.2905922,174.001,0,False,https://www.golf.co.nz/club-detail?clubid=329
Tasman,356,Rarangi Golf Club,217 Rarangi Beach Road,R D 3,Marlborough 7273,rarangi.golf.club@gmail.com,(03) 570 5709,,-41.40205,174.0406,0,True,https://www.golf.co.nz/club-detail?clubid=356
Tasman,549,Redstone Golf Park,Wa-iti Valley Road,Wakefield,Nelson,,0274 489 367,,-41.48636,172.950287,0,False,https://www.golf.co.nz/club-detail?clubid=549
Tasman,360,Reefton Golf Club,Anderson Road,Reefton,,reeftongolf@gmail.com,027 7328 575,,-42.1170845,171.859787,0,False,https://www.golf.co.nz/club-detail?clubid=360
Tasman,367,RNZAF Woodbourne Golf Club,,,,gordon.schofield@nzdf.mil.nz,,,-41.5093231,173.931412,0,False,https://www.golf.co.nz/club-detail?clubid=367
Tasman,389,Takaka Golf Club,Boyle Street,Clifton,Takaka,info@takakagolfclub.co.nz,0273684089,,-40.83766,172.863144,0,True,https://www.golf.co.nz/club-detail?clubid=389
Tasman,395,Tasman Golf Club,128 Cliff Road,Tasman,Upper Moutere,teeup@tasmangolfclub.com,03 526 6819,,-41.1934547,173.0671,0,False,https://www.golf.co.nz/club-detail?clubid=395
Tasman,936,Tasman Golf Participation,,,,Simon.Winter@golfnz.org,027 700 3533,,-41.29243,173.2357,0,False,https://www.golf.co.nz/club-detail?clubid=936
Tasman,429,Totaradale Golf Club,147 Pigeon Valley Road,Wakefield,Nelson 7025,totaradalegc@gmail.com,03 541 8030,,-41.4030151,173.038879,0,False,https://www.golf.co.nz/club-detail?clubid=429
Tasman,435,Waahi Taakaro Golf Club,336 Maitai Valley Road,Nelson,,tunnicliffpaul1@gmail.com,(03) 5487771,,-41.2800636,173.328125,0,True,https://www.golf.co.nz/club-detail?clubid=435
Tasman,460,Wairau Valley Golf Club,26 Morse Street,Wairau Valley,Blenheim,wairauvalleygolfclub@gmail.com,03 577 6554,,-41.5631943,173.527679,0,False,https://www.golf.co.nz/club-detail?clubid=460
Tasman,484,Westport Golf Club,Marine Parade,Carters Beach,Westport,joyboy6@hotmail.com,(03) 7898132,,-41.74546,171.5617,0,False,https://www.golf.co.nz/club-detail?clubid=484
Tasman,490,Whataroa Golf Club,Main Road,Whataroa,South Westland,fionadeans@xtra.co.nz,0273604427,,-43.2619858,170.363724,0,False,https://www.golf.co.nz/club-detail?clubid=490
Waikato,127,Cambridge Golf Club,112 Tirau Road,Cambridge,,admin@cambridgegolf.co.nz,07 827 6381,,-37.897377,175.4932,0,True,https://www.golf.co.nz/club-detail?clubid=127
Waikato,140,Coromandel Golf Club,1200 Hauraki Road,Coromandel 3506,,coromandelgolfclub@gmail.com,0278668539,,-36.7494774,175.492172,0,False,https://www.golf.co.nz/club-detail?clubid=140
Waikato,912,Futures Waikato,PO Box 908,Hamilton,3240,terry@waikatogolf.co.nz,021 926 424,,-37.7517242,175.256012,0,False,https://www.golf.co.nz/club-detail?clubid=912
Waikato,176,Hamilton Golf Club - St Andrews,64 St Andrews Terrace,St Andrews,Hamilton,golf@hamiltongolf.co.nz,(07) 849 2069,,-37.75336,175.260239,0,True,https://www.golf.co.nz/club-detail?clubid=176
Waikato,181,Hauraki Golf Club,Cnr SH2 & SH27,Mangatarata,New Zealand,,(07) 867 3197,,-37.29157,175.373062,0,True,https://www.golf.co.nz/club-detail?clubid=181
Waikato,194,Horsham Downs Golf Club,1991 River Road,Horsham Downs,HAMILTON,mark.poole@genesisenergy.co.nz,07 829 4709,,-37.71805,175.225449,0,True,https://www.golf.co.nz/club-detail?clubid=194
Waikato,198,Hukanui Golf Club,1550 GORDONTON ROAD,RD 1 ,Taupiri 3791,hukanuigolf@xtra.co.nz,07 8243784,,-37.64555,175.262878,0,False,https://www.golf.co.nz/club-detail?clubid=198
Waikato,199,Huntly Golf Club,540  Te Ohaki  Road,Huntly,,huntlygolf@xtra.co.nz,07 8288305,,-37.5000076,175.149643,0,True,https://www.golf.co.nz/club-detail?clubid=199
Waikato,218,Kawhia Golf Club,"181 Pearl Ave,",Kawhia,,kawhiagolf@gmail.com,,,-38.0596466,174.812057,0,False,https://www.golf.co.nz/club-detail?clubid=218
Waikato,558,Lakes Resort Pauanui,100 Augusta Drive,Pauanui 3579,New Zealand,golf@lakesresort.com,07 864 9999,,-37.06158,175.840927,0,True,https://www.golf.co.nz/club-detail?clubid=558
Waikato,238,Mangakino Golf Club,4 Konini Street,Mangakino,,mangakino.golf@xtra.co.nz,07 8828 075,,-38.3720779,175.779785,0,False,https://www.golf.co.nz/club-detail?clubid=238
Waikato,252,Matamata Golf Club,38 Silk Road,R D 1,Matamata ,matamatagolf@gmail.com,(07) 888 6109,,-37.7855873,175.832535,0,True,https://www.golf.co.nz/club-detail?clubid=252
Waikato,262,Mercury Bay Golf & Country Club,12 Golf Road,R D 1,Whitianga 3591,admin@mercurybaygolf.co.nz,(07) 866 5479,,-36.8336067,175.668045,0,True,https://www.golf.co.nz/club-detail?clubid=262
Waikato,268,Morrinsville Golf Club,7 Links Road,Morrinsville 3300,New Zealand,manager@morrinsvillegolf.co.nz,07 889 6696,,-37.63843,175.54126,0,True,https://www.golf.co.nz/club-detail?clubid=268
Waikato,282,Ngahinepouri Golf Club,Reid Road,Ngahinepouri,R D 2 Ohaupo 3882,pourigolf@xtra.co.nz,07-825 2898,,-37.89653,175.201935,0,False,https://www.golf.co.nz/club-detail?clubid=282
Waikato,283,Ngaruawahia Golf Club,5925 Great South Road,Ngaruawahia 3720,New Zeland,accounts@golfwaikato.co.nz,(07) 824 8006,,-37.6837654,175.1737,0,True,https://www.golf.co.nz/club-detail?clubid=283
Waikato,297,Okoroire Golf Club,Somerville Road,Tirau 3485,,,021 275 3765,,-37.9540634,175.8073,0,False,https://www.golf.co.nz/club-detail?clubid=297
Waikato,313,Paeroa Golf Club Inc.,Rotokohu Rd,Paeroa,,paeroagolf2@gmail.com,07 862 7993,,-37.429,175.690918,0,True,https://www.golf.co.nz/club-detail?clubid=313
Waikato,535,Pauanui Sports & Recreation Club Inc.,31 Sheppard Avenue,Pauanui 3546,New Zealand,golfshop@pauanuiclub.co.nz,(07) 864 8695,,-37.02104,175.859177,0,False,https://www.golf.co.nz/club-detail?clubid=535
Waikato,331,Piopio Aria Golf Club,1686 State Highway 3,Piopio,,piopiogolfclub@gmail.com,0278783394,,-38.4439774,175.054138,0,False,https://www.golf.co.nz/club-detail?clubid=331
Waikato,332,Pirongia Golf Club Inc.,31 Kakaramea Road,Pirongia,,pirongiagolfclub@xtra.co.nz,0275259734,,-37.9785728,175.197815,0,True,https://www.golf.co.nz/club-detail?clubid=332
Waikato,342,Purangi Golf & Country Club Inc.,6 Hepburn Road,Whenuakite RD 1,Whitianga,purangi.golf@xtra.co.nz,0274832370,,-36.87782,175.7673,0,False,https://www.golf.co.nz/club-detail?clubid=342
Waikato,530,Putaruru Golf Club,55 Lichfield Rd.,Putaruru,,putarurugolfclub@xtra.co.nz,07-883-8231,,-38.0658,175.77829,0,False,https://www.golf.co.nz/club-detail?clubid=530
Waikato,348,Raglan Golf Club,Te Hutewai Rd,RAGLAN,,raglangc@gmail.com,027 180 10413,,-37.81738,174.8584,0,True,https://www.golf.co.nz/club-detail?clubid=348
Waikato,580,Riverside Golf Club,512 Airport Road,Tamahere,Hamilton,office@riversidegolf.co.nz,07 843 6287,,-37.86023,175.346237,0,False,https://www.golf.co.nz/club-detail?clubid=580
Waikato,380,Stewart Alexander Golf Club,106 BUDDEN ROAD,POKURU,,luke.reeves@outlook.co.nz,07 871 7907,,-38.0361938,175.271637,0,True,https://www.golf.co.nz/club-detail?clubid=380
Waikato,383,Tahuna Golf Club,1799 Morrinsville -Tahuna Road,Tahuna,,tahunagolfclub@gmail.com,07 887 5861,,-37.5025368,175.493484,0,False,https://www.golf.co.nz/club-detail?clubid=383
Waikato,388,Tairua Golf Club,283 Main Road,Tairua,,,07 864 8416,,-36.99378,175.8422,0,True,https://www.golf.co.nz/club-detail?clubid=388
Waikato,531,Taumarunui Golf Club,Golf Road,Taumarunui,,taumarunuigolfclub@xtra.co.nz,07 896 7257,,-38.8661423,175.252869,0,False,https://www.golf.co.nz/club-detail?clubid=531
Waikato,402,Te Akau Golf Club,Te Akau/Waingaro Sports Complex,40 Km West of Ngaruawahia,Te Akau,jenny.sharp@xtra.co.nz,021 845 410,,-37.6593971,174.904083,0,False,https://www.golf.co.nz/club-detail?clubid=402
Waikato,404,Te Aroha Golf Club,5122 Highway 26,,,teagolfclub@gmail.com,07 884 9656,,-37.5189857,175.708984,0,False,https://www.golf.co.nz/club-detail?clubid=404
Waikato,405,Te Awamutu Golf Club,2293 KIHIKIHI ROAD,TE AWAMUTU,,info@teawamutugolf.co.nz,07 8715661,,-38.0279465,175.340591,0,True,https://www.golf.co.nz/club-detail?clubid=405
Waikato,407,Te Kowhai Golf Club,Cnr Store & School Road,Whatawhata,,tekowhaigolf@gmail.com,(07) 829-8703,,-37.7951355,175.15744,0,False,https://www.golf.co.nz/club-detail?clubid=407
Waikato,416,Thames Golf Club,9654 State Highway 26,Thames,,thamesgolf@orcon.net.nz,(07) 868 9062,,-37.1907921,175.577881,0,True,https://www.golf.co.nz/club-detail?clubid=416
Waikato,253,The Dunes Matarangi Golf Club,Matarangi Drive,R D 2,Whitianga 3592,operationsmanager@thedunesmatarangi.com,(07) 866 5394,,-36.72884,175.64534,0,True,https://www.golf.co.nz/club-detail?clubid=253
Waikato,591,Tieke Golf Estate ,72 Lochiel Road,,Rukuhia,captain@tiekegolf.co.nz,07 843 6287,,-37.86023,175.346237,0,True,https://www.golf.co.nz/club-detail?clubid=591
Waikato,421,Tirau Golf Club,33 State Highway 27,R D 1 Tirau,,tirau@tiraugolf.co.nz,07-883 1423,,-37.9693069,175.752579,0,False,https://www.golf.co.nz/club-detail?clubid=421
Waikato,427,Tokoroa Golf Club,5114 State Highway 1,Tokoroa ,,tokoroagolfclub@xtra.co.nz,078865689,,-38.28512,175.912247,0,True,https://www.golf.co.nz/club-detail?clubid=427
Waikato,438,Waihi Golf Club,Cnr Woodland and Old Tauranga Rds,Waihi,,golf@waihigolf.co.nz,07 8638678,,-37.44638,175.866058,0,True,https://www.golf.co.nz/club-detail?clubid=438
Waikato,442,Waikare Golf Club,66 Waerenga Road,Te Kauwhata,,office@waikaregolfclub.co.nz,07 826 3574,,-37.4003029,175.152237,0,True,https://www.golf.co.nz/club-detail?clubid=442
Waikato,940,Waikato Golf,64 St. Andrews Terrace,,,,07 849 1328,,-37.75336,175.260239,0,False,https://www.golf.co.nz/club-detail?clubid=940
Waikato,468,Waiterimu Golf Club,628 Storey Rd,WAITERIMU,,admin@waiterimugolf.kiwi,078285805,,-37.4675522,175.299332,0,False,https://www.golf.co.nz/club-detail?clubid=468
Waikato,471,Waitomo Golf & Country Club,68 Golf Road ,Otorohanga,,waitomogolf@outlook.co.nz,027-235-8241,,-38.232357,175.182556,0,False,https://www.golf.co.nz/club-detail?clubid=471
Waikato,473,Walton Golf Club,1929 Morrinsville Walton Road,R D 1,Walton 3475,,07 8883731,,-37.7484932,175.6734,0,True,https://www.golf.co.nz/club-detail?clubid=473
Waikato,536,Whangamata Golf Club,2845 Waihi Rd ,SH25,Whangamata,ops@whangagolf.co.nz,07 865 8479,,-37.221035,175.858154,0,True,https://www.golf.co.nz/club-detail?clubid=536
Wellington,567,Boulcott's Farm Heritage Golf Club,Military Road,Lower Hutt,5010,GM@BFHGC.co.nz,04 5674722 Ext 1,,-41.1973839,174.926727,0,True,https://www.golf.co.nz/club-detail?clubid=567
Wellington,128,Carterton Golf Club,117 Chester Road,Carterton 5791,New Zealand,admin@cartertongolfclub.co.nz,(06) 379 8457,,-40.9988632,175.540283,0,False,https://www.golf.co.nz/club-detail?clubid=128
Wellington,130,Castlepoint Golf Club,Masterton/Castlepoint Rd,"Whakataki, RD 9",MASTERTON,tonyandhelen@xtra.co.nz,021485222,,-40.8653336,176.219025,0,False,https://www.golf.co.nz/club-detail?clubid=130
Wellington,149,Eketahuna Golf Club,Marcara Street,,Eketahuna,b.g.reichenbach@gmail.com,06 375 8285,,-40.58893,175.659027,0,False,https://www.golf.co.nz/club-detail?clubid=149
Wellington,920,Futures Wellington,,,,futureswellington@golfnz.org,021 10657665,,-41.22749,174.896011,0,False,https://www.golf.co.nz/club-detail?clubid=920
Wellington,582,Hutt Park Golf Club,82 Randwick Road,Moera,Lower Hutt,r.pegg@gw.co.nz,04 5894653,,-41.2315559,174.90506,0,False,https://www.golf.co.nz/club-detail?clubid=582
Wellington,280,Judgeford Golf Club,328 Paremata Haywards Road,State Highway 58,PORIRUA 5381,manager@jgc.nz,(04) 235 7633,,-41.12068,174.943848,0,True,https://www.golf.co.nz/club-detail?clubid=280
Wellington,214,Kapiti Golf Club,Valley Road,Paraparaumu,,kapitigolfclub@gmail.com,(04) 298-6151,,-40.9301,175.0111,0,True,https://www.golf.co.nz/club-detail?clubid=214
Wellington,216,Karori Golf Club,280 SOUTH MAKARA ROAD,MAKARA,WELLINGTON,clubhouse@karorigolf.co.nz,04 476 7337,,-41.27858,174.6905,0,True,https://www.golf.co.nz/club-detail?clubid=216
Wellington,234,Mahunga Golf Club,20 Mahunga Drive,Masterton,,mahungagolfclub@gmail.com,06 3774990,,-40.9282341,175.658249,0,True,https://www.golf.co.nz/club-detail?clubid=234
Wellington,242,Manor Park Golf Sanctuary,32 Golf Road,Manor Park,Lower Hutt 5010 ,office@manorparkgolf.co.nz,(04) 563-8558,,-41.1539078,174.980682,0,True,https://www.golf.co.nz/club-detail?clubid=242
Wellington,250,Martinborough Golf Club,52 Todds Road,,,office@mgcgolf.nz,0279442020,,-41.22678,175.467377,0,True,https://www.golf.co.nz/club-detail?clubid=250
Wellington,251,Masterton Golf Club,Cnr Boltons Rd & Manuka St,MASTERTON,,admin@mastertongolfclub.co.nz,06 377 4984,,-40.9284935,175.682632,0,False,https://www.golf.co.nz/club-detail?clubid=251
Wellington,266,Miramar Golf Club,1 STEWART DUFF DRIVE,MIRAMAR,WELLINGTON,office@miramargolfclub.co.nz,(04) 801 7649,,-41.3299026,174.814453,0,True,https://www.golf.co.nz/club-detail?clubid=266
Wellington,267,Mornington Golf Club,80 Stanley Street,Berhampore ,Wellington 6023,admin@morningtongolf.co.nz,04 389 6816,,-41.3267136,174.772522,0,False,https://www.golf.co.nz/club-detail?clubid=267
Wellington,592,Ngawi Hitaround Golf Club,Cape Palliser Road,RD 2 ,Featherston,,027 654 1810,,-41.5821533,175.230881,0,False,https://www.golf.co.nz/club-detail?clubid=592
Wellington,294,Ohariu Valley Golf Club,714 Ohariu Valley Road,Wellington,,ohariugolf@xtra.co.nz,044784009,,-41.19154,174.786713,0,False,https://www.golf.co.nz/club-detail?clubid=294
Wellington,307,Otaki Golf Club,Old Coach Road North,Otaki,,manager@otakigolfclub.co.nz,06-364-8260,,-40.7330132,175.141464,0,True,https://www.golf.co.nz/club-detail?clubid=307
Wellington,320,Paraparaumu Beach Golf Club,376 Kapiti Road,Paraparaumu Beach,Paraparaumu 5032,manager@pbgc.co.nz,(04) 902 8200,,-40.8917656,174.9826,0,False,https://www.golf.co.nz/club-detail?clubid=320
Wellington,364,Riversdale Beach Golf Club,82 Pinedale Crescent,Riversdale Beach,Masterton,office@riversdalebeachgolfclub.co.nz,06 3723416,,-41.09215,176.069641,0,True,https://www.golf.co.nz/club-detail?clubid=364
Wellington,480,Royal Wellington Golf Club,Golf Rd,Heretaunga,"Upper Hutt, 5018",Office@RoyalWellington.com,045286900,,-41.13316,175.020874,0,False,https://www.golf.co.nz/club-detail?clubid=480
Wellington,373,Shandon Golf Club,Gear Island,Jackson Street,Petone,info@shandongolf.co.nz,04 939 6305,,-41.22749,174.896011,0,True,https://www.golf.co.nz/club-detail?clubid=373
Wellington,408,Te Marua Golf Club,675 Main Road North ,Upper Hutt,Wellington 5018,shop@temaruagolfclub.co.nz,(04) 526 7020,,-41.08833,175.132233,0,True,https://www.golf.co.nz/club-detail?clubid=408
Wellington,589,The Morgans - Pauatahanui Golf Course,322B Paekakariki Hill Road,Pauatahanui,,,027 610 8577,,41.0814247,174.93161,0,False,https://www.golf.co.nz/club-detail?clubid=589
Wellington,422,Titahi Golf Club,Top of Gloaming Hill Road,Titahi Bay,Porirua 5022,,04 236 7334,,-41.0992851,174.850967,0,True,https://www.golf.co.nz/club-detail?clubid=422
Wellington,430,Trentham Camp Golf Club,2 Dante Road,Trentham,,info@trenthamgolfclub.co.nz,(04) 5277039,,-41.1384277,175.044128,0,False,https://www.golf.co.nz/club-detail?clubid=430
Wellington,441,Waikanae Golf Club,97 Te Moana Road,Waikanae,,,04 293 6399,,-40.8664474,175.032135,0,True,https://www.golf.co.nz/club-detail?clubid=441
Wellington,450,Wainuiomata Golf Club,334 Coast Road,Wainuiomata,,office@wainuigolf.co.nz,045647746,,-41.30278,174.938232,0,True,https://www.golf.co.nz/club-detail?clubid=450
Wellington,943,Wellington Golf,,,,office@wgi.co.nz,,,-41.22749,174.896011,0,False,https://www.golf.co.nz/club-detail?clubid=943
Wellington,905,Wellington Samoa Golf Academy Inc,P O Box 1430,Wellington 6140,,,04 472 0953,,-41.04622,175.7373,0,False,https://www.golf.co.nz/club-detail?clubid=905
